Date (YYYYMMDD);Hour;Inflow (m^3/s)
20101118;11;5.004966259
20101118;12;5.17483139
20101118;13;5.282905102
20101118;14;5.258964062
20101118;15;5.975967884
20101118;16;6.458611965
20101118;17;6.070722103
20101118;18;7.216430187
20101118;19;8.207582474
20101118;20;7.535896778
20101118;21;8.853796959
20101118;22;10.44734764
20101118;23;9.090123177
20101118;24;9.773376465
20101119;1;11.53155994
20101119;2;10.23881912
20101119;3;9.952395439
20101119;4;11.40203476
20101119;5;10.23453903
20101119;6;9.641394615
20101119;7;10.47869873
20101119;8;9.367396355
20101119;9;8.807468414
20101119;10;9.153639793
20101119;11;8.5039711
20101119;12;8.197217941
20101119;13;8.258674622
20101119;14;7.823550701
20101119;15;7.282764435
20101119;16;7.143795967
20101119;17;7.044954777
20101119;18;6.357135773
20101119;19;6.275755405
20101119;20;6.218868732
20101119;21;5.981956005
20101119;22;5.897684574
20101119;23;5.800606728
20101119;24;5.737151623
20101120;1;5.688530922
20101120;2;5.671793938
20101120;3;5.594648361
20101120;4;5.582638741
20101120;5;5.587770462
20101120;6;5.596076965
20101120;7;5.611618519
20101120;8;5.618952274
20101120;9;5.87667799
20101120;10;6.044675827
20101120;11;5.796219826
20101120;12;5.895895004
20101120;13;6.066267014
20101120;14;6.119135857
20101120;15;6.141034603
20101120;16;6.352517605
20101120;17;6.144952774
20101120;18;6.526024818
20101120;19;6.858916759
20101120;20;6.619068623
20101120;21;8.012586594
20101120;22;9.122371674
20101120;23;8.015273094
20101120;24;9.594558716
20101121;1;11.19717026
20101121;2;10.05642319
20101121;3;10.25866318
20101121;4;11.85757256
20101121;5;10.75802326
20101121;6;10.18781662
20101121;7;11.29468155
20101121;8;9.950397491
20101121;9;9.655593872
20101121;10;10.32570457
20101121;11;9.550786972
20101121;12;10.84762478
20101121;13;11.76711464
20101121;14;11.23409462
20101121;15;17.10091019
20101121;16;20.92924881
20101121;17;17.94650841
20101121;18;31.88322067
20101121;19;43.20763397
20101121;20;33.0996666
20101121;21;47.94908905
20101121;22;65.62918091
20101121;23;53.47471619
20101121;24;56.37093735
20101122;1;73.27365112
20101122;2;63.73659134
20101122;3;57.1543808
20101122;4;68.14715576
20101122;5;56.65546417
20101122;6;51.32279968
20101122;7;54.92319107
20101122;8;47.80382156
20101122;9;50.36912918
20101122;10;48.39738464
20101122;11;42.31150818
20101122;12;42.69476318
20101122;13;36.13068008
20101122;14;34.16992188
20101122;15;27.9097271
20101122;16;23.77835464
20101122;17;21.59248543
20101122;18;17.19398689
20101122;19;15.49454498
20101122;20;13.75325489
20101122;21;12.5524826
20101122;22;12.47275162
20101122;23;11.39945984
20101122;24;10.65288448
20101123;1;10.84115887
20101123;2;9.803066254
20101123;3;9.247200966
20101123;4;9.294965744
20101123;5;8.738024712
20101123;6;8.607823372
20101123;7;8.615434647
20101123;8;8.140365601
20101123;9;7.996688843
20101123;10;7.822369099
20101123;11;7.717008591
20101123;12;7.270513058
20101123;13;7.200293541
20101123;14;7.142015457
20101123;15;6.871212006
20101123;16;6.773220539
20101123;17;6.726156712
20101123;18;6.645071507
20101123;19;6.60125351
20101123;20;6.571172237
20101123;21;6.539974213
20101123;22;6.519505024
20101123;23;6.505674839
20101123;24;6.496299744
20101124;1;6.491028786
20101124;2;6.490096092
20101124;3;6.496884823
20101124;4;6.504102707
20101124;5;6.508606434
20101124;6;6.52490139
20101124;7;6.543503761
20101124;8;6.55630064
20101124;9;6.574110985
20101124;10;6.601689339
20101124;11;6.633056164
20101124;12;6.686262608
20101124;13;6.737697601
20101124;14;6.728194237
20101124;15;6.753970623
20101124;16;6.813151836
20101124;17;6.86435461
20101124;18;6.888232708
20101124;19;6.95686245
20101124;20;6.966416836
20101124;21;6.965128899
20101124;22;7.015606403
20101124;23;7.079113483
20101124;24;7.094232559
20101125;1;7.159839153
20101125;2;7.189647675
20101125;3;7.255590439
20101125;4;7.302295685
20101125;5;7.362974644
20101125;6;7.413516521
20101125;7;7.48447752
20101125;8;7.552814007
20101125;9;7.657427311
20101125;10;7.751489639
20101125;11;7.773432732
20101125;12;7.855837822
20101125;13;7.958806038
20101125;14;8.044850349
20101125;15;8.152804375
20101125;16;8.284202576
20101125;17;8.276002884
20101125;18;8.397154808
20101125;19;8.529571533
20101125;20;8.570023537
20101125;21;8.673053741
20101125;22;8.833467484
20101125;23;8.887223244
20101125;24;9.110505104
20101126;1;9.310167313
20101126;2;9.303267479
20101126;3;9.859360695
20101126;4;10.31805515
20101126;5;10.17600727
20101126;6;11.49382591
20101126;7;12.5370636
20101126;8;11.83515644
20101126;9;13.82531261
20101126;10;15.65550709
20101126;11;14.07933903
20101126;12;15.03046608
20101126;13;16.99744034
20101126;14;15.94165993
20101126;15;15.89349651
20101126;16;17.51538849
20101126;17;15.81538773
20101126;18;15.29010582
20101126;19;16.01094627
20101126;20;15.12538719
20101126;21;15.15369987
20101126;22;15.48571682
20101126;23;14.58828354
20101126;24;14.78937149
20101127;1;14.42906952
20101127;2;14.21450329
20101127;3;13.57789707
20101127;4;13.36008453
20101127;5;13.35616493
20101127;6;12.7367363
20101127;7;12.59855366
20101127;8;12.62168217
20101127;9;12.4468174
20101127;10;12.43330479
20101127;11;12.46867466
20101127;12;12.48326206
20101127;13;12.52252388
20101127;14;12.57445717
20101127;15;12.63253498
20101127;16;12.69516945
20101127;17;12.76110268
20101127;18;12.82932377
20101127;19;12.89901447
20101127;20;12.96950722
20101127;21;13.04026508
20101127;22;13.11085606
20101127;23;13.18094063
20101127;24;13.25025558
20101128;1;13.3185997
20101128;2;13.38583851
20101128;3;13.45188141
20101128;4;13.51713848
20101128;5;13.60073376
20101128;6;13.74569225
20101128;7;13.8860321
20101128;8;15.25757313
20101128;9;21.12935448
20101128;10;24.65854645
20101128;11;22.87065125
20101128;12;43.39624786
20101128;13;57.53373718
20101128;14;44.57576752
20101128;15;67.54064941
20101128;16;89.01231384
20101128;17;85.6462326
20101128;18;85.27433014
20101128;19;106.5254898
20101128;20;98.6203537
20101128;21;90.48010254
20101128;22;98.33978271
20101128;23;90.83786011
20101128;24;87.35623169
20101129;1;85.4924469
20101129;2;77.18904114
20101129;3;91.94609833
20101129;4;75.56974792
20101129;5;63.71361542
20101129;6;59.10599518
20101129;7;49.35608673
20101129;8;46.76187515
20101129;9;35.82844925
20101129;10;31.5250988
20101129;11;29.81560516
20101129;12;24.36670113
20101129;13;22.01478195
20101129;14;20.93815613
20101129;15;19.70563316
20101129;16;18.876894
20101129;17;18.25894356
20101129;18;17.76431084
20101129;19;17.36658669
20101129;20;17.0455513
20101129;21;16.78557205
20101129;22;16.57445145
20101129;23;16.4024868
20101129;24;16.26196671
20101130;1;16.14679337
20101130;2;16.05208206
20101130;3;15.97387409
20101130;4;15.90897751
20101130;5;15.85485268
20101130;6;15.80943012
20101130;7;15.77102184
20101130;8;15.73829746
20101130;9;15.71019745
20101130;10;15.68586636
20101130;11;15.66519165
20101130;12;15.6483078
20101130;13;15.63360596
20101130;14;15.69014645
20101130;15;15.96871758
20101130;16;16.12510109
20101130;17;15.97228813
20101130;18;16.72155762
20101130;19;17.2651329
20101130;20;16.78542137
20101130;21;17.45417213
20101130;22;18.32683754
20101130;23;18.93815041
20101130;24;23.62591743
20101201;1;27.16911507
20101201;2;23.45544434
20101201;3;32.85939789
20101201;4;40.71996307
20101201;5;33.8096962
20101201;6;39.37589645
20101201;7;49.56869888
20101201;8;45.32661438
20101201;9;47.29328537
20101201;10;57.35083771
20101201;11;47.39299774
20101201;12;44.99363708
20101201;13;52.81884766
20101201;14;47.43391418
20101201;15;46.93084717
20101201;16;52.83068466
20101201;17;45.39707565
20101201;18;44.32543564
20101201;19;44.72339249
20101201;20;41.16567612
20101201;21;35.66452789
20101201;22;35.82220078
20101201;23;32.87813187
20101201;24;29.81302834
20101202;1;28.54459953
20101202;2;26.61725235
20101202;3;24.77749634
20101202;4;23.60375977
20101202;5;23.06550598
20101202;6;20.79463577
20101202;7;20.01195335
20101202;8;19.62322807
20101202;9;18.42191124
20101202;10;17.90340805
20101202;11;17.64197731
20101202;12;17.35700417
20101202;13;17.19024658
20101202;14;16.9149704
20101202;15;16.77166748
20101202;16;16.70052719
20101202;17;16.64973068
20101202;18;16.55262566
20101202;19;16.56941223
20101202;20;16.39902306
20101202;21;16.28667068
20101202;22;16.25389671
20101202;23;16.69953537
20101202;24;18.59690285
20101203;1;19.73044968
20101203;2;18.23449326
20101203;3;22.10967255
20101203;4;25.02062416
20101203;5;22.58562851
20101203;6;23.92726135
20101203;7;27.38003922
20101203;8;26.15627098
20101203;9;25.14640236
20101203;10;27.80352402
20101203;11;24.97175217
20101203;12;22.82782745
20101203;13;24.12051773
20101203;14;23.24856567
20101203;15;23.06926918
20101203;16;23.79123306
20101203;17;21.99128342
20101203;18;22.60416794
20101203;19;21.74960327
20101203;20;21.7143898
20101203;21;20.02194023
20101203;22;19.47062302
20101203;23;19.58868599
20101203;24;18.9246006
20101204;1;18.04675293
20101204;2;18.01712036
20101204;3;19.22266579
20101204;4;19.82837486
20101204;5;18.05512619
20101204;6;18.72622871
20101204;7;19.62810135
20101204;8;20.08077621
20101204;9;20.20044899
20101204;10;21.35732841
20101204;11;19.96734047
20101204;12;19.08446884
20101204;13;19.26590729
20101204;14;19.44589043
20101204;15;19.32917404
20101204;16;19.88998795
20101204;17;19.13213158
20101204;18;19.75606728
20101204;19;19.14439583
20101204;20;19.14541817
20101204;21;18.780653
20101204;22;18.35773659
20101204;23;18.31488609
20101204;24;17.75999069
20101205;1;17.54481697
20101205;2;17.48699951
20101205;3;17.42544365
20101205;4;17.3994236
20101205;5;17.40809441
20101205;6;17.39020348
20101205;7;17.41292953
20101205;8;17.44611549
20101205;9;17.4686718
20101205;10;17.50255013
20101205;11;17.54235458
20101205;12;17.5851593
20101205;13;17.63041687
20101205;14;17.67763329
20101205;15;17.72643661
20101205;16;17.77649117
20101205;17;17.82745552
20101205;18;17.87908936
20101205;19;17.93123627
20101205;20;17.98394012
20101205;21;18.03752327
20101205;22;18.09090996
20101205;23;18.14315987
20101205;24;18.19742966
20101206;1;18.25104141
20101206;2;18.305233
20101206;3;18.3665905
20101206;4;18.42106247
20101206;5;18.46735382
20101206;6;18.532444
20101206;7;18.58586693
20101206;8;18.63057137
20101206;9;18.68763161
20101206;10;18.74191856
20101206;11;18.78466797
20101206;12;18.84772873
20101206;13;18.90782356
20101206;14;18.92841721
20101206;15;18.98702812
20101206;16;19.03918266
20101206;17;19.0767498
20101206;18;19.12625313
20101206;19;19.18246078
20101206;20;19.37057877
20101206;21;20.12604904
20101206;22;20.59684563
20101206;23;19.99130821
20101206;24;21.1413269
20101207;1;22.03749847
20101207;2;21.47906303
20101207;3;21.92030716
20101207;4;22.96578598
20101207;5;22.36586761
20101207;6;22.12217331
20101207;7;22.75844002
20101207;8;21.92659569
20101207;9;21.62254715
20101207;10;22.00520325
20101207;11;21.50896072
20101207;12;21.81926727
20101207;13;21.93288231
20101207;14;21.42813683
20101207;15;21.60872269
20101207;16;21.4436245
20101207;17;21.30677414
20101207;18;20.7868824
20101207;19;20.74314117
20101207;20;20.67023849
20101207;21;20.39785194
20101207;22;20.33701324
20101207;23;20.24554253
20101207;24;20.24014091
20101208;1;20.2581768
20101208;2;20.20779419
20101208;3;20.33955193
20101208;4;20.43852615
20101208;5;20.23592758
20101208;6;20.25280952
20101208;7;20.34217453
20101208;8;20.32406044
20101208;9;20.28178978
20101208;10;20.37923622
20101208;11;20.17123413
20101208;12;20.10176086
20101208;13;20.09228897
20101208;14;20.05099678
20101208;15;20.03516769
20101208;16;20.07233429
20101208;17;19.96283722
20101208;18;19.98024178
20101208;19;19.92518425
20101208;20;19.91566658
20101208;21;19.81182671
20101208;22;19.80201721
20101208;23;19.79280853
20101208;24;19.73109818
20101209;1;19.69412994
20101209;2;19.66529465
20101209;3;19.63635826
20101209;4;19.60763931
20101209;5;19.57885551
20101209;6;19.54983139
20101209;7;19.52044868
20101209;8;19.49059296
20101209;9;19.46018219
20101209;10;19.42917633
20101209;11;19.39753723
20101209;12;19.36523056
20101209;13;19.33224678
20101209;14;19.2985878
20101209;15;19.26445007
20101209;16;19.23031998
20101209;17;19.1958847
20101209;18;19.16069794
20101209;19;19.12485123
20101209;20;19.08839989
20101209;21;19.0514698
20101209;22;19.01422882
20101209;23;18.97683525
20101209;24;18.93930626
20101210;1;18.90155983
20101210;2;18.8639679
20101210;3;18.82699776
20101210;4;18.79008865
20101210;5;18.75303841
20101210;6;18.71606636
20101210;7;18.67927361
20101210;8;18.64253616
20101210;9;18.60569
20101210;10;18.5686512
20101210;11;18.53141975
20101210;12;18.4941082
20101210;13;18.45687294
20101210;14;18.41976929
20101210;15;18.38291168
20101210;16;18.34653664
20101210;17;18.31090164
20101210;18;18.27602196
20101210;19;18.24172211
20101210;20;18.2082901
20101210;21;18.17571259
20101210;22;18.14362335
20101210;23;18.11190414
20101210;24;18.08081627
20101211;1;18.05049324
20101211;2;18.02067375
20101211;3;17.99110413
20101211;4;17.96158028
20101211;5;17.93195915
20101211;6;17.90218735
20101211;7;17.87223434
20101211;8;17.84210968
20101211;9;17.81183052
20101211;10;17.78142738
20101211;11;17.7509594
20101211;12;17.72052956
20101211;13;17.69022942
20101211;14;17.66004181
20101211;15;17.62991714
20101211;16;17.5998497
20101211;17;17.56988525
20101211;18;17.54004288
20101211;19;17.5103035
20101211;20;17.48066139
20101211;21;17.4511261
20101211;22;17.42170334
20101211;23;17.39236641
20101211;24;17.36308861
20101212;1;17.33382797
20101212;2;17.30454636
20101212;3;17.27525711
20101212;4;17.24598885
20101212;5;17.21668243
20101212;6;17.18728828
20101212;7;17.15782166
20101212;8;17.12830925
20101212;9;17.09873962
20101212;10;17.06911278
20101212;11;17.0394783
20101212;12;17.00988388
20101212;13;16.98034668
20101212;14;16.95082664
20101212;15;16.92129326
20101212;16;16.89171791
20101212;17;16.86205482
20101212;18;16.83226395
20101212;19;16.80237961
20101212;20;16.77240944
20101212;21;16.74235344
20101212;22;16.71218681
20101212;23;16.68190384
20101212;24;16.65151024
20101213;1;16.62099075
20101213;2;16.59033585
20101213;3;16.55956078
20101213;4;16.52866936
20101213;5;16.49766922
20101213;6;16.46656609
20101213;7;16.43535614
20101213;8;16.40404129
20101213;9;16.37259674
20101213;10;16.34110451
20101213;11;16.31360817
20101213;12;16.29872131
20101213;13;16.27819633
20101213;14;16.29756927
20101213;15;16.54286003
20101213;16;16.67907715
20101213;17;16.44449806
20101213;18;16.78340721
20101213;19;17.09317398
20101213;20;16.82945824
20101213;21;16.86091232
20101213;22;17.20490265
20101213;23;17.01151657
20101213;24;16.76287079
20101214;1;16.97089577
20101214;2;16.639925
20101214;3;16.35546494
20101214;4;16.43139648
20101214;5;16.24308968
20101214;6;16.26457405
20101214;7;16.28201294
20101214;8;16.05212593
20101214;9;15.99489594
20101214;10;15.89930916
20101214;11;15.9031992
20101214;12;15.63459301
20101214;13;15.60274601
20101214;14;15.60225773
20101214;15;15.48458767
20101214;16;15.38725471
20101214;17;15.33297062
20101214;18;15.28160286
20101214;19;15.23328304
20101214;20;15.18764591
20101214;21;15.14066696
20101214;22;15.09719849
20101214;23;15.05428696
20101214;24;15.01282597
20101215;1;14.97283077
20101215;2;14.93354988
20101215;3;14.89461708
20101215;4;14.85715199
20101215;5;14.82109547
20101215;6;14.78755283
20101215;7;14.75546455
20101215;8;14.72193623
20101215;9;14.68496037
20101215;10;14.64590836
20101215;11;14.61367226
20101215;12;14.58217716
20101215;13;14.55176163
20101215;14;14.52224064
20101215;15;14.49336624
20101215;16;14.46500969
20101215;17;14.43732548
20101215;18;14.41039562
20101215;19;14.38400269
20101215;20;14.35792446
20101215;21;14.33199978
20101215;22;14.30612659
20101215;23;14.28024673
20101215;24;14.25431824
20101216;1;14.22831249
20101216;2;14.20220757
20101216;3;14.17599583
20101216;4;14.14966488
20101216;5;14.12320614
20101216;6;14.09659958
20101216;7;14.06981659
20101216;8;14.04283905
20101216;9;14.01566029
20101216;10;13.98828316
20101216;11;13.96070576
20101216;12;13.93292809
20101216;13;13.90497112
20101216;14;13.87683678
20101216;15;13.8484993
20101216;16;13.81993008
20101216;17;13.79112816
20101216;18;13.76210308
20101216;19;13.73286057
20101216;20;13.70340252
20101216;21;13.67373276
20101216;22;13.64383698
20101216;23;13.61370754
20101216;24;13.58335304
20101217;1;13.55277824
20101217;2;13.52197742
20101217;3;13.49095535
20101217;4;13.45973206
20101217;5;13.42832851
20101217;6;13.39675617
20101217;7;13.36502171
20101217;8;13.33314705
20101217;9;13.30115795
20101217;10;13.27634335
20101217;11;13.54110241
20101217;12;14.75694656
20101217;13;15.49163532
20101217;14;15.00086975
20101217;15;19.60578537
20101217;16;22.65976524
20101217;17;19.80333328
20101217;18;26.44568062
20101217;19;32.28979111
20101217;20;29.80876732
20101217;21;36.42215729
20101217;22;44.16342163
20101217;23;41.48857498
20101217;24;41.96257401
20101218;1;47.68937302
20101218;2;49.66236115
20101218;3;49.5109024
20101218;4;51.23371506
20101218;5;50.94007492
20101218;6;52.80508041
20101218;7;47.70589066
20101218;8;47.66813278
20101218;9;52.86421967
20101218;10;43.46074677
20101218;11;40.1758461
20101218;12;41.63503647
20101218;13;32.07774353
20101218;14;29.78855515
20101218;15;27.77861404
20101218;16;22.45351028
20101218;17;20.1416893
20101218;18;17.35650826
20101218;19;15.64089489
20101218;20;14.91270828
20101218;21;14.33537006
20101218;22;13.89089584
20101218;23;13.53913116
20101218;24;13.25385666
20101219;1;13.01882839
20101219;2;12.82243347
20101219;3;12.65620041
20101219;4;12.51382637
20101219;5;12.39056301
20101219;6;12.28279305
20101219;7;12.18772602
20101219;8;12.10319519
20101219;9;12.02739906
20101219;10;11.95890045
20101219;11;11.89672852
20101219;12;11.8400135
20101219;13;11.78800964
20101219;14;11.74005222
20101219;15;11.69561768
20101219;16;11.65441322
20101219;17;11.61595154
20101219;18;11.57970619
20101219;19;11.54530811
20101219;20;11.51264286
20101219;21;11.48155499
20101219;22;11.45586586
20101219;23;11.60150146
20101219;24;12.29500866
20101220;1;12.6795187
20101220;2;11.90926552
20101220;3;12.51770782
20101220;4;13.12407684
20101220;5;12.96541882
20101220;6;13.02432823
20101220;7;13.74463177
20101220;8;13.01797295
20101220;9;12.59860802
20101220;10;12.82793045
20101220;11;12.44655037
20101220;12;12.12963104
20101220;13;12.41540623
20101220;14;11.94601345
20101220;15;12.16225433
20101220;16;12.09061241
20101220;17;11.84304237
20101220;18;11.58376026
20101220;19;11.52975559
20101220;20;11.59837532
20101220;21;11.18913555
20101220;22;11.12752819
20101220;23;11.12168598
20101220;24;10.9827404
20101221;1;10.90693855
20101221;2;10.85537434
20101221;3;10.808815
20101221;4;10.7663393
20101221;5;10.72719669
20101221;6;10.69076729
20101221;7;10.65656567
20101221;8;10.62464237
20101221;9;10.59574413
20101221;10;10.5673027
20101221;11;10.53848171
20101221;12;10.51636314
20101221;13;10.48449993
20101221;14;10.45802402
20101221;15;10.43300056
20101221;16;10.40969753
20101221;17;10.38100243
20101221;18;10.35552883
20101221;19;10.33153152
20101221;20;10.31592655
20101221;21;10.334589
20101221;22;10.34820843
20101221;23;10.72098732
20101221;24;12.58197117
20101222;1;13.69289207
20101222;2;12.28011322
20101222;3;15.59074402
20101222;4;18.14251709
20101222;5;16.86881447
20101222;6;21.69887733
20101222;7;26.68278503
20101222;8;21.94917679
20101222;9;24.27775192
20101222;10;29.28336525
20101222;11;26.51536942
20101222;12;26.92812729
20101222;13;31.9365139
20101222;14;26.61039352
20101222;15;25.94740677
20101222;16;28.26373482
20101222;17;25.46520805
20101222;18;24.96590042
20101222;19;26.12232018
20101222;20;22.95979309
20101222;21;22.67004395
20101222;22;21.49815559
20101222;23;20.14859772
20101222;24;18.62210274
20101223;1;17.5621109
20101223;2;16.49483871
20101223;3;14.82688427
20101223;4;13.76802444
20101223;5;13.41000366
20101223;6;12.69223309
20101223;7;12.49081421
20101223;8;12.26255322
20101223;9;13.89558601
20101223;10;15.10725975
20101223;11;12.91153622
20101223;12;13.87973118
20101223;13;15.39060974
20101223;14;15.58525467
20101223;15;17.07268906
20101223;16;19.68478394
20101223;17;17.90357971
20101223;18;25.89762688
20101223;19;32.33561325
20101223;20;25.98612785
20101223;21;41.28392029
20101223;22;54.86374283
20101223;23;42.71234131
20101223;24;49.22659302
20101224;1;61.90739059
20101224;2;57.14255905
20101224;3;53.3722496
20101224;4;63.04177475
20101224;5;52.07399368
20101224;6;45.25523758
20101224;7;48.22465515
20101224;8;44.0968399
20101224;9;47.62179947
20101224;10;47.5804863
20101224;11;41.00871658
20101224;12;45.47579575
20101224;13;38.56423569
20101224;14;37.00673676
20101224;15;32.79667282
20101224;16;28.15173912
20101224;17;25.30080795
20101224;18;20.42861176
20101224;19;18.27812386
20101224;20;16.41315842
20101224;21;15.41284657
20101224;22;15.35257149
20101224;23;13.92604065
20101224;24;13.79805183
20101225;1;14.18168831
20101225;2;12.9867239
20101225;3;13.03182125
20101225;4;13.55890369
20101225;5;12.47934723
20101225;6;12.21599007
20101225;7;12.62641907
20101225;8;11.89501476
20101225;9;11.50449371
20101225;10;11.86294746
20101225;11;11.36331654
20101225;12;12.27173138
20101225;13;13.19309711
20101225;14;11.54129791
20101225;15;12.36281586
20101225;16;13.58355618
20101225;17;13.18963623
20101225;18;14.03315449
20101225;19;15.92167187
20101225;20;13.90304852
20101225;21;14.25075626
20101225;22;16.02685165
20101225;23;14.87059021
20101225;24;15.71035385
20101226;1;18.24208069
20101226;2;15.8589468
20101226;3;16.75324821
20101226;4;18.54937744
20101226;5;17.09289169
20101226;6;16.50159073
20101226;7;18.279459
20101226;8;16.72634888
20101226;9;15.79401016
20101226;10;16.67625427
20101226;11;15.72071457
20101226;12;15.0819912
20101226;13;15.60925388
20101226;14;14.80690765
20101226;15;14.30787468
20101226;16;14.32354259
20101226;17;14.15203381
20101226;18;13.62744427
20101226;19;13.67630291
20101226;20;13.63511467
20101226;21;13.22208595
20101226;22;13.13068295
20101226;23;13.20037842
20101226;24;12.86070061
20101227;1;12.85085201
20101227;2;12.89927101
20101227;3;12.82883358
20101227;4;12.82372189
20101227;5;12.84755421
20101227;6;12.86269951
20101227;7;12.88774109
20101227;8;12.90433598
20101227;9;12.92110062
20101227;10;12.93301487
20101227;11;12.93475342
20101227;12;12.92835903
20101227;13;12.92617702
20101227;14;12.92622948
20101227;15;12.92395496
20101227;16;12.92881298
20101227;17;12.94303417
20101227;18;12.93631268
20101227;19;12.94864559
20101227;20;12.97241688
20101227;21;12.96604347
20101227;22;12.95922661
20101227;23;12.95193481
20101227;24;12.94469833
20101228;1;12.9424057
20101228;2;12.94737816
20101228;3;12.95488739
20101228;4;12.96455669
20101228;5;12.97455311
20101228;6;12.98668385
20101228;7;13.00110626
20101228;8;13.00928497
20101228;9;13.01364899
20101228;10;13.02018356
20101228;11;13.02543163
20101228;12;13.03027916
20101228;13;13.03538799
20101228;14;13.04000664
20101228;15;13.04361439
20101228;16;13.04638386
20101228;17;13.04837608
20101228;18;13.04980373
20101228;19;13.05090904
20101228;20;13.05190086
20101228;21;13.0529213
20101228;22;13.05427074
20101228;23;13.05689621
20101228;24;13.06246471
20101229;1;13.07056618
20101229;2;13.07962799
20101229;3;13.08965969
20101229;4;13.1013422
20101229;5;13.1153965
20101229;6;13.13188267
20101229;7;13.15073204
20101229;8;13.17238331
20101229;9;13.19687271
20101229;10;13.22401237
20101229;11;13.25364399
20101229;12;13.28598118
20101229;13;13.32115173
20101229;14;13.35889244
20101229;15;13.3987751
20101229;16;13.44041157
20101229;17;13.48352814
20101229;18;13.52789307
20101229;19;13.57343102
20101229;20;13.62003899
20101229;21;13.66763973
20101229;22;13.71611691
20101229;23;13.76536942
20101229;24;13.81528187
20101230;1;13.86572075
20101230;2;13.91663647
20101230;3;13.96800518
20101230;4;14.01990795
20101230;5;14.07256413
20101230;6;14.12609959
20101230;7;14.18048096
20101230;8;14.23554707
20101230;9;14.29155064
20101230;10;14.34856987
20101230;11;14.40622234
20101230;12;14.46440887
20101230;13;14.52331352
20101230;14;14.58286476
20101230;15;14.64266682
20101230;16;14.70248127
20101230;17;14.7622118
20101230;18;14.82162952
20101230;19;14.88050556
20101230;20;14.93872452
20101230;21;14.99625397
20101230;22;15.05306816
20101230;23;15.10910034
20101230;24;15.16435146
20101231;1;15.21883106
20101231;2;15.27255344
20101231;3;15.32553577
20101231;4;15.37771702
20101231;5;15.42916012
20101231;6;15.47988415
20101231;7;15.52984047
20101231;8;15.57904053
20101231;9;15.62750435
20101231;10;15.67525959
20101231;11;15.7223568
20101231;12;15.76885796
20101231;13;15.81476021
20101231;14;15.86006546
20101231;15;15.90476608
20101231;16;15.94880676
20101231;17;15.99214745
20101231;18;16.03472328
20101231;19;16.07648468
20101231;20;16.11738205
20101231;21;16.15737534
20101231;22;16.196455
20101231;23;16.23459435
20101231;24;16.27176666
20110101;1;16.30797386
20110101;2;16.34321213
20110101;3;16.37746811
20110101;4;16.41070747
20110101;5;16.44292259
20110101;6;16.47410011
20110101;7;16.50421524
20110101;8;16.53327942
20110101;9;16.56134033
20110101;10;16.5884037
20110101;11;16.61442184
20110101;12;16.63935471
20110101;13;16.6632328
20110101;14;16.68603516
20110101;15;16.70771217
20110101;16;16.72821808
20110101;17;16.74755478
20110101;18;16.76573563
20110101;19;16.78274155
20110101;20;16.79855156
20110101;21;16.81317711
20110101;22;16.8266468
20110101;23;16.83898735
20110101;24;16.85021973
20110102;1;16.86035538
20110102;2;16.86940002
20110102;3;16.87737656
20110102;4;16.88433266
20110102;5;16.8903656
20110102;6;16.89554405
20110102;7;16.89988327
20110102;8;16.90337563
20110102;9;16.90605927
20110102;10;16.90795135
20110102;11;16.90906334
20110102;12;16.90940094
20110102;13;16.90895844
20110102;14;16.90771675
20110102;15;16.90567017
20110102;16;16.90279198
20110102;17;16.89907455
20110102;18;16.89453888
20110102;19;16.88922119
20110102;20;16.88469315
20110102;21;16.88169098
20110102;22;16.87386513
20110102;23;16.87117386
20110102;24;16.85979271
20110103;1;16.85003281
20110103;2;16.84363556
20110103;3;16.83481598
20110103;4;16.81950569
20110103;5;16.80966949
20110103;6;16.79811859
20110103;7;16.77779579
20110103;8;16.76351547
20110103;9;16.75558281
20110103;10;16.72831726
20110103;11;16.7062912
20110103;12;16.68852615
20110103;13;16.76168442
20110103;14;17.14273643
20110103;15;17.3661232
20110103;16;16.85320473
20110103;17;17.00809288
20110103;18;17.23550606
20110103;19;17.35229111
20110103;20;17.31029129
20110103;21;17.56941605
20110103;22;16.99292946
20110103;23;16.86315727
20110103;24;16.79198456
20110104;1;16.70676613
20110104;2;16.75712776
20110104;3;16.90308762
20110104;4;16.59727859
20110104;5;16.75019455
20110104;6;16.61046982
20110104;7;16.59211922
20110104;8;16.33880806
20110104;9;16.34755135
20110104;10;16.37178993
20110104;11;16.23602104
20110104;12;16.16873741
20110104;13;16.12589645
20110104;14;16.08577347
20110104;15;16.0477314
20110104;16;16.01127243
20110104;17;15.97602844
20110104;18;15.94168472
20110104;19;15.9079895
20110104;20;15.87473869
20110104;21;15.84178925
20110104;22;15.80902386
20110104;23;15.77629852
20110104;24;15.74350643
20110105;1;15.7106266
20110105;2;15.6776371
20110105;3;15.64448071
20110105;4;15.61111927
20110105;5;15.57756424
20110105;6;15.54384804
20110105;7;15.50998402
20110105;8;15.47601414
20110105;9;15.44206715
20110105;10;15.40831757
20110105;11;15.37497425
20110105;12;15.34214497
20110105;13;15.30972004
20110105;14;15.27777863
20110105;15;15.24652195
20110105;16;15.21575165
20110105;17;15.18531513
20110105;18;15.15532207
20110105;19;15.12594604
20110105;20;15.09707642
20110105;21;15.06843948
20110105;22;15.03983688
20110105;23;15.01115608
